id_solicitante,expediente,dependencia,fecha,tema,categoria_tema,dependencia_ministerio,ministerio,vencimiento_1,vencimiento_2,prorroga,estado,termino,fecha_respuesta
143,2235872,MGEYA,2013-06-05,DINERO DESTINADO AL MANTENIMIENTO DEL METROBUS,Presupuesto,SS Transporte,Jefatura de Gabinete de Ministros,2013-06-19,,,Finalizado fuera de término,Fuera de término,2013-06-27
144,2086596,MGEYA,2013-05-30,PRESUPUESTO QUE SE MANEJA PARA LA REALIZACION DE LAS OBRAS PUBLICAS EFECTUADAS A LO LARGO DE LA REPAVIMENTACION DE LA CALLE FLORIDA,Presupuesto,DGTAL,Ambiente y Espacio Público,2013-06-13,,,Finalizado fuera de término,Fuera de término,2013-09-27
146,2111846,MGEYA,2013-05-31,EX. 291676/2011 RESPECTO A DEMOLICION Y OBRA NUEVA SITO EN CALLE SAN JOSE DE CALASANZ 647,Permisos de obra,DGROC,Desarrollo Urbano,2013-06-14,,,Finalizado fuera de término,Fuera de término,2013-06-28
147,3566248,MGEYA,2013-08-07,CONSTATAR EL CUMPLIMIENTO DE LA OM 49308 SI EL CONSERVADOR DE ASCENSORES LBC SRL N°442 SE ENCUENTRA HABILITADO Y CORRECTAMENTE,Permisos de obra,DGROC,Desarrollo Urbano,2013-08-22,,,Finalizado fuera de término,Fuera de término,2013-09-23
148,3441257,MGEYA,2013-08-01,EX. 1722301/2012 DONDE TRAMITA LA DENUNCIA 3791/2012 ,Actuaciones/ Denuncias/ Reclamos,DG Defensa y Proteccion al Consumidor,Secretaría de Gestión Comunal y Atención Ciudadana,2013-08-15,,,Finalizado en término,En término,2013-08-13
150,677568,MGEYA,2013-02-27,HABILITACION PARA ALGUN RUBRO DE LOCAL SITO CALLE IBERA 3965,Habilitaciones,DGHYP,AGC,2013-03-13,,,Finalizado fuera de término,Fuera de término,2013-03-25
151,261478,MGEYA,2013-01-21,PRESENTACIÓN DE FECHA 5 DE JULIO DE 2012 BAJO EXPEDIENTE Nº 1404419/2012 P/SOLICITUD DE EXCEPCIÓN PARA INCORPORACION AL REGIMEN DE RETIRO VOLUNTARIO DEC. 139/12,RRHH,SS Gestión de Recursos Humanos,Modernización,2013-02-05,,,Finalizado en término,En término,2013-01-23
152,3099555,MGEYA,2013-07-17,S/CUMPLIMIENTO LEY 1153 PLAN MANEJO ACCIONES A DESARROLLAR EN PARQUE AVELLANEDA,Normativa,DGTAL,Ambiente y Espacio Público,2013-07-31,2013-08-14,Si,Finalizado fuera de término,Fuera de término,2013-08-16
153,2883078,MGEYA,2013-07-05,DATOS VARIOS SOBRE BACHEO Y REPAVIMENTACION EN CABA,Políticas públicas,DGTAL,Ambiente y Espacio Público,2013-07-22,,,Finalizado fuera de término,Fuera de término,2013-10-16
154,198374,MGEYA,2013-01-18,SI FUERON APROBADOS LOS PLANOS DE OBRA UBICADA EN LA FINCA DE PICO 1671/5 CABA ,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-04,,,Finalizado en término,En término,2013-02-01
156,2324578,MGEYA,2013-06-10,HABILITACION CENTRO DE SALUD MENTAL SITO EN JOSE MARIA MORENO 1026/28.,Habilitaciones,DGHYP,AGC,2013-06-26,,,Finalizado fuera de término,Fuera de término,2013-07-15
157,1869803,MGEYA,2013-05-21,COPIA DE REGISTROS DE CONSERVADORES DE ASCENSORES DE LA CABA,Informes,DGROC,Desarrollo Urbano,2013-06-04,,,Finalizado fuera de término,Fuera de término,2013-06-11
158,175014,MGEYA,2013-01-15,EX.16388/2008 SI EN EL PLANO DE OBRA LA UNIDAD DE REFERENCIA FIGURA COMO COCHERA O VIVIENDA,Permisos de obra,DGROC,Desarrollo Urbano,2013-01-29,,,Finalizado fuera de término,Fuera de término,2013-02-19
159,2493293,MGEYA,2013-06-17,PLAN DE OBRAS DE INFRAESTRUCTURA EN LA ESCUELA DE JORNADA SIMPLE N°03 D.E. 07 'PRIMERA JUNTA' SITO EN RIVADAVIA 4817 2011 Y 2012,Obras públicas,DGCLEI,Educación,2013-07-03,,,Pendiente fuera de término,,
160,2370752,MGEYA,2013-06-11,HABILITACION DE MOTEL 'DEL PLATA' SITO EN CALLE ABERTI 235,Habilitaciones,DGHYP,AGC,2013-06-27,,,Finalizado en término,En término,2013-06-26
161,1924332,MGEYA,2013-05-23,EX. 1119712/2012 FOTOCOPIAS INTEGRAS DEL MISMO,Actuaciones/ Denuncias/ Reclamos,SS Trabajo,Desarrollo Económico,2013-06-06,,,Finalizado fuera de término,Fuera de término,2013-07-12
163,2638492,MGEYA,2013-06-25,EX. 892192/2012 (DENUNCIA),Actuaciones/ Denuncias/ Reclamos,AGC,AGC,2013-07-10,,,Finalizado fuera de término,Fuera de término,2013-07-12
164,1675458,MGEYA,2013-05-10,HABILITACION LOCAL SITO EN LIMA 1449,Habilitaciones,DGHYP,AGC,2013-05-24,,,Finalizado en término,En término,2013-05-20
165,852364,MGEYA,2013-03-13,HABILITACION DE PUESTO DE FLORES SITO EN GUEMES 4518,Habilitaciones,DG Ordenamiento del Espacio Publico,Ambiente y Espacio Público,2013-03-27,,,Finalizado en término,En término,2013-03-21
166,2589,MGEYA,2013-01-02,ACTUALIZACION DE REGISTROS QUE TRATA SOBRE CONSTRUCCIONES CLANDESTINAS EX. 1485172/10 Y EX. 990883/11 ,Actuaciones/ Denuncias/ Reclamos,DG Administración de Infracciones,Justicia y Seguridad,2013-01-16,,,Finalizado fuera de término,En término,2013-04-25
166,1417134,MGEYA,2013-04-24,INFORMACIÓN SOLICITADA EN EX 2589/2013,Actuaciones/ Denuncias/ Reclamos,DG Administración de Infracciones,Justicia y Seguridad,2013-05-09,,,Finalizado en término,En término,2013-04-25
166,1728589,MGEYA,2013-05-14,ANTECEDENTES POR MULTAS APLICADAS A LOS SEÑORES MOYANO NESTOR GABRIEL Y ROMERO OSCAR,Actuaciones/ Denuncias/ Reclamos,DG Administración de Infracciones,Justicia y Seguridad,2013-05-28,,,Finalizado fuera de término,Fuera de término,2013-06-14
167,1137443,MGEYA,2013-04-09,EXPEDIENTE DE HABILITACION EXTRACTOR INDUSTRIAL UBICADO EN LA LINEA MUNICIPAL DEL GALPON SITO EN FRAGA 58,Habilitaciones,DGROC,Desarrollo Urbano,2013-04-23,,,Finalizado en término,En término,2013-04-18
168,294777,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EX 976325/10,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,294884,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EN AV SAN JUAN 2828 EX 1356381/11,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,294930,MGEYA,2013-01-23,OBRA EN AVDA CORDOBA 2797/99 Y JEAN JEAURES 1011/1015 EX 588865/11 ,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado fuera de término,Fuera de término,2013-04-23
168,294989,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EX 231392/11,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,295187,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EN SANCHEZ DE BUSTAMANTE 1336 EX 71197/11 ,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,295271,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EX 1644137/11,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,295361,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EN THAMES 326 EX 1659087/11,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado fuera de término,Fuera de término,2013-02-08
168,295418,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EN CAMARGO 523/25/37/39/53/55/69 EX 1146137/11,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,295535,MGEYA,2013-01-23,OBRA DE DEMOLICIÓN EX 1106553/10,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-07,,,Finalizado en término,En término,2013-02-01
168,348433,MGEYA,2013-01-28,REFERENTE A EX. 11843/09 OBRA DE DOMILICIÓN,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,348581,MGEYA,2013-01-28,REFERENTE A EX. 46895/08 BARTOLOME MITRE 1444/46/48/50/58/60,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,348661,MGEYA,2013-01-28,REFERENTE A EX. 31949/07 JUANA MANSO 1555,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-14
168,348719,MGEYA,2013-01-28,REFERENTE A EX.61094/08 OBRA DE DEMOLICIÓN,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado fuera de término,Fuera de término,2013-03-06
168,348879,MGEYA,2013-01-28,REFERENTE A EX. 5122/09 BOULEVARD AZUCUMA VILLA FLOR 559,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,348980,MGEYA,2013-01-28,REFERENTE A EX. 27790/06 COCHABAMBA 820,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,349045,MGEYA,2013-01-28,REFERENTE A EX. 49841/00 AV. SANTA FE 3700,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,349120,MGEYA,2013-01-28,REFERENTE A EX. 85384/06 AYACUCHO,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,349178,MGEYA,2013-01-28,REFERENTE A EX. 15387/05 BARTOLOME MITRE 1848,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-14,,,Finalizado en término,En término,2013-02-08
168,388034,MGEYA,2013-01-30,REFERENTE AL EX. 8173/08 OBRA DEMOLICIÓN EN RIOBAMBA 761,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-18,,,Finalizado en término,En término,2013-02-08
168,448764,MGEYA,2013-02-05,REFERENTE AL EX. 917024/2011 OBRA SITO AV. LEANDRO ALEM 815,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-02-26
168,448829,MGEYA,2013-02-05,REFERENTE A OBRA SITO O'BRIAN 1225,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-02-26
168,448897,MGEYA,2013-02-05,REFERENTE A OBRA SITO PEDRO ECHAGUE 1760,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado en término,En término,2013-02-22
168,448981,MGEYA,2013-02-05,REFERENTE A OBRA SITO ALPEREZ PAREJA 124,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-03-07
168,449032,MGEYA,2013-02-05,REFERENTE AL EX. 27338 OBRA SITO VIAMONTE 154/56/58,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-03-13
168,449077,MGEYA,2013-02-05,REFERENTE AL EX. 1545054 OBRA SITO AV. BELGRANO 995,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-02-26
168,449148,MGEYA,2013-02-05,REFERENTE AL EX. 1258664 OBRA SITO SANCHEZ DE BUSTAMANTE 2414/20,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-03-07
168,449214,MGEYA,2013-02-05,REFERENTE AL EX. 1393606 OBRA SITO JULIAN ALVAREZ 1946/48,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-03-13
168,449308,MGEYA,2013-02-05,REFERENTE A OBRA SITO TACUARI 1900,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado fuera de término,Fuera de término,2013-02-26
168,449370,MGEYA,2013-02-05,REFERENTE A OBRA SITO PEDRO DE MENDOZA 3000,Permisos de obra,DGROC,Desarrollo Urbano,2013-02-22,,,Finalizado en término,En término,2013-02-16
169,774526,MGEYA,2013-03-07,MENUS QUE SE BRINDAN EN LAS ESCUELAS PRIMARIAS DE GESTION ESTATAL DE LA CIUDAD,Políticas públicas,DGCLEI,Educación,2013-03-21,2013-04-10,Si,Finalizado fuera de término,Fuera de término,2013-04-12
170,2062796,MGEYA,2013-05-29,CANTIDAD DE ACTAS LABRADAS POR LOS INSPECTORES DE CABA POR VIOLANCIONES DE LA LEY DE CONTROL DE TABACO ,Informes,AGC,AGC,2013-06-12,,,Finalizado en término,En término,2013-06-11
170,2062925,MGEYA,2013-05-29,CANTIDAD DE MULTAS EFECTIVAMENTE IMPUESTAS POR VIOLACIONES DE LA LEY DE CONTROL DE TABACO,Informes,DG Administración de Infracciones,Justicia y Seguridad,2013-06-12,,,Finalizado fuera de término,Fuera de término,2013-10-18
171,1194561,MGEYA,2013-04-12,DATOS VARIOS SOBRE ESTADO DE OBRAS DEL PARQUE LEZAMA,Obras públicas,DGTAL,Ambiente y Espacio Público,2013-04-26,,,Finalizado fuera de término,Fuera de término,2013-05-16
172,2787508,MGEYA,2013-07-02,EX. 62298/1988 DATOS SOBRE SUPERFICIE,Habilitaciones,DGHYP,AGC,2013-07-17,,,Finalizado en término,En término,2013-08-01
173,52054,MGEYA,2013-01-04,NOMINA DE BIENES MUEBLES O INMUEBLES/ DETALLE FONDOS PROVENIENTES DE HERENCIAS VACANTES EN DICHA REPARTICION A PARTIR DEL 01/01/1998,Presupuesto,DGCLEI,Educación,2013-01-18,2013-02-04,Si,Finalizado en término,En término,2013-02-01
174,413338,MGEYA,2013-02-01,REITERA EX. 50590/2013 LEY 104 INFO S/EXP HABILITACION Nº 2635268/12,Habilitaciones,DGHYP,AGC,2013-02-19,,,Finalizado en término,En término,2013-02-19
174,725593,MGEYA,2013-03-04,FOTOCOPIA CERTIFCADA DE TODA INFORMACION DEL EX. 2635268/12 DE HABILITACION,Habilitaciones,DGHYP,AGC,2013-03-18,,,Finalizado fuera de término,Fuera de término,2013-04-03
175,2225048,MGEYA,2013-06-05,DATOS VARIOS SOBRE EL PREDIO 'LOS BOSQUES DE PALERMO' Y LA ZONA ROJA,Políticas públicas,DGTAL,Justicia y Seguridad,2013-06-19,2013-07-05,Si,Finalizado en término,En término,2013-06-28
176,2785597,DGCYC,2013-07-02,CERTIFICADOS DE REGISTRO DE DEUDORES ALIMENTARIOS MOROSOS PRESENTADO POR GEMEPE S.A. A FAVOR DE SUS DIRECTORES ,Informes,DG Compras y Contrataciones,Hacienda,2013-07-17,,,Finalizado en término,En término,2013-07-16
176,3171680,DGCYC,2013-07-19,CONSTANCIA DEL ESTADO REGISTRAL DE LA EMPRESA GEMEPE S.A.,Informes,DG Compras y Contrataciones,Hacienda,2013-08-02,2013-08-16,Si,Finalizado en término,En término,2013-08-12
177,397619,MGEYA,2013-01-30,INFORMACION SOBRE LOCAL SITO CALLE RIVADAVIA 7927 AL 7943,Habilitaciones,AGC,AGC,2013-02-18,,,Finalizado fuera de término,Fuera de término,2013-03-25
178,1752588,MGEYA,2013-05-15,CANTIDAD DE PLAYAS DE ESTACIONAMIENTO CONCESIONADAS DEL GOBIERNO DE LA CIUDAD,Concesiones/ Permisos de uso,Concesiones,Desarrollo Económico,2013-05-29,,,Finalizado en término,En término,2013-05-27
180,1491137,MGEYA,2013-04-29,ACCESO A EX 28264/03 DE OBRA.,Permisos de obra,DGROC,Desarrollo Urbano,2013-05-14,,,Finalizado en término,En término,2013-05-14
180,2090209,MGEYA,2013-05-30,HABILITACION HOTEL DE TURISMO SITO EN CALLE AZCUENAGA 1968 ,Habilitaciones,DGHYP,AGC,2013-06-13,,,Finalizado fuera de término,Fuera de término,2013-06-15
181,798027,MGEYA,2013-03-08,DETALLE DE LAS TAREAS SOLICITADAS EN EL PLIEGO LICITATORIO.,Obras públicas,DGCLEI,Educación,2013-03-22,2013-04-11,Si,Finalizado fuera de término,Fuera de término,2013-04-16
182,353090,MGEYA,2013-01-28,INFORMACION SOBRE HOTELES Y PENSIONES FAMILIARES DENTRO DE CABA,Informes,DGHYP,AGC,2013-02-14,,,Finalizado fuera de término,Fuera de término,2013-05-20
183,766574,MGEYA,2013-03-07,HOSPITALES DEL SUBSECTOR PÚBLICO DE SALUD QUE REALIZAN ATENCION DE PRÁCTICAS DE ABORTO NO PUNIBLES.,Políticas públicas,DG Legal y Tecnica,Salud,2013-03-21,,,Finalizado fuera de término,Fuera de término,2013-05-23
184,750232,MGEYA,2013-03-06,"HABILITACION OTORGADA AL LOCAL SITO EN FITZ ROY 1519 ""BAR MAKENA""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,750360,MGEYA,2013-03-06,"HABILITACION OTORGADA AL LOCAL SITO EN CABRERA 5099 ""RESTAURANT LAS CABRERAS""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,750453,MGEYA,2013-03-06,"HABILITACION OTORGADA AL LOCAL SITO CABRERA 5127 ""RESTAURANTE LOS CABRERAS""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,750583,MGEYA,2013-03-06,"HABILITACION OTORGADA AL LOCAL SITO EN AV. INDEPENDENCIA 2400 ""BAR DE CAO""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,750767,MGEYA,2013-03-06,"HABILITACION OTORGADA AL LOCAL SITO EN AV. BOEDO 857 ""BAR MARGOT""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,750853,MGEYA,2013-03-06,"HABILITACION  OTORGADA AL LOCAL SITO EN CHILE 502 ""BAR LA POESIA""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,750913,MGEYA,2013-03-06,"HABILITACION OTORGADA AL LOCAL SITO EN SARMIENTO 1702 ""BAR CELTA""",Habilitaciones,DGHYP,AGC,2013-03-20,,,Finalizado fuera de término,Fuera de término,2013-03-22
184,1438002,MGEYA,2013-04-25,HABILITACION LOCAL SITO EN CALLE CHILE 594 'GRAN PARRILLA DEL PLATA',Habilitaciones,DGHYP,AGC,2013-05-10,,,Finalizado fuera de término,Fuera de término,2013-05-16
184,1438138,MGEYA,2013-04-25,HABILITACION LOCAL SITO EN CALLE ANGEL CARRANZA 1859 'RESTAURANT LA CARRANZITA',Habilitaciones,DGHYP,AGC,2013-05-10,,,Finalizado en término,En término,2013-05-10
184,1438230,MGEYA,2013-04-25,HABILITACION LOCAL SITO EN CALLE BORGES 1660 'RESTAURANT FUNES Y LA MAGA',Habilitaciones,DGHYP,AGC,2013-05-10,,,Finalizado fuera de término,Fuera de término,2013-05-16
184,1438383,MGEYA,2013-04-25,HABILITACION LOCAL SITO EN CALLE BORGES 1655 'ESPACIO DADA',Habilitaciones,DGHYP,AGC,2013-05-10,,,Finalizado fuera de término,Fuera de término,2013-05-16
184,1438512,MGEYA,2013-04-25,HABILITACION LOCAL SITO EN CALLE VARELA 15 'CAFÉ BONAFIDE',Habilitaciones,DGHYP,AGC,2013-05-10,,,Finalizado fuera de término,Fuera de término,2013-05-16
184,1438641,MGEYA,2013-04-25,HABILITACION LOCAL SITO EN CALLE PARANA 385 'CAFÉ BONAFIDE',Habilitaciones,DGHYP,AGC,2013-05-10,,,Finalizado fuera de término,Fuera de término,2013-05-16
184,1929391,MGEYA,2013-05-23,HABILITACION MUNICIPAL OTORGADA AL RESTAURANT 'LOLA MORA' SITO EN CALLE ROSARIO V. PEÑALOZA 460,Habilitaciones,DGHYP,AGC,2013-06-06,,,Finalizado fuera de término,Fuera de término,2013-06-18
184,1929574,MGEYA,2013-05-23,HABILITACION OTORGADA AL RESTAURANT 'LUPITA' SITO EN CALLE COSETTINI 1091,Habilitaciones,DGHYP,AGC,2013-06-06,,,Finalizado fuera de término,Fuera de término,2013-06-18
185,368734,MGEYA,2013-01-29,ACREDITACION TITULAR DE LA HABILITACION EN LOS RUBROS 203002 Y 203004 DE LOCAL SITO LAVALLE 1791 PB,Habilitaciones,DGHYP,AGC,2013-02-15,,,Finalizado fuera de término,Fuera de término,2013-02-18
186,2497389,MGEYA,2013-06-17,DATOS VARIOS SOBRE OBRA SITO EN TTE. GRAL. EUSTAQUIO FRIAS 256/258 ,Permisos de obra,DGROC,Desarrollo Urbano,2013-07-03,,,Finalizado en término,En término,2013-07-03
188,1532414,MGEYA,2013-05-03,DATOS SOBRE PERSONAS FALLECIDAS COMO CONSECUENCIA DE LAS INUNDACIONES,Información político-institucional,DG Legal y Tecnica,Salud,2013-05-17,,,Finalizado fuera de término,Fuera de término,2013-06-20
189,637969,MGEYA,2013-02-25,COPIA DE DENUNCIA ADMINISTRATIVA QUE DIERA LUGAR A QUE SE ORIGINE LA CLAUSURA DE ASCENSORES DEL CONSORCIO SITO CALLE SUIPACHA 463/65/67,Actuaciones/ Denuncias/ Reclamos,DGFYCO,AGC,2013-03-11,,,Finalizado en término,En término,2013-02-28
190,1612864,MGEYA,2013-05-07,PROFESIONALES INTERVINIENTES TITULARES Y CONSEJOS PROFESIONALES QUE CONFORMAN Y FORMAN PARTE DEL CUERPO DEL EX 70192/2008 POR SINIESTRO OCURRIDO EN EDIFICIO LINDERO A OBRA,RRHH,DGROC,Desarrollo Urbano,2013-05-21,,,Finalizado en término,En término,2013-05-15
191,629118,MGEYA,2013-02-22,REITERA EX. 2545287/2012,Permisos de obra,DGROC,Desarrollo Urbano,2013-03-08,,,Finalizado en término,En término,2013-03-07
192,2500027,MGEYA,2013-06-17,DATOS VARIOS SOBRE OBRA EN CONSTRUCCION SITO EN AVENIDA CORDOBA 2434/36/38,Permisos de obra,DGROC,Desarrollo Urbano,2013-07-03,,,Finalizado fuera de término,Fuera de término,2013-07-11
194,1964136,MGEYA,2013-05-24,EMBARAZOS EN CHICAS DE ENTRE 14 Y 18 AÑOS REGISTRADOS EN 2011/2012 EN HOSPITALES PUBLICOS,Informes,DGLYT,Salud,2013-06-07,,,Finalizado fuera de término,Fuera de término,2013-10-17
195,1879575,MGEYA,2013-05-21,PRESUPUESTO DESTINADO AL SANEAMIENTO DEL RIACHUELO DURANTE EL PERIODO COMPRENDIDO ENTRE DIC 2011 Y DIC 2012,Presupuesto,APRA,APRA,2013-06-04,2013-06-18,Si,Finalizado fuera de término,Fuera de término,2013-07-12
196,2224886,MGEYA,2013-06-05,DECLARACION JURADA DEL JEFE DE GOBIERNO MAURICIO MACRI Y DE SU GABINETE AÑOS 2011 Y 2012 ,Información político-institucional,Secretaria Legal y Tecnica,SECLYT,2013-06-19,,,Finalizado en término,En término,2013-06-18
196,2761538,MGEYA,2013-07-01,DECLARACIONES JURADAS DE FUNCIONARIOS DEL GCBA AÑO 2012.,Información político-institucional,SECLYT,SECLYT,2013-07-16,,,Finalizado en término,En término,2013-07-10
197,1094636,MGEYA,2013-04-05,DATOS DE CONDUCTOR QUE MANEJABA CAMION DEL GCBA EL 26/02/2013 A LAS 11 HS.,Informes,DG Mantenimiento Flota Automotor,Hacienda,2013-04-19,,,Pendiente fuera de término,,
198,1682192,MGEYA,2013-05-10,MONTO DE INVERSION REALIZADA DESDE EL AÑO 2009/2012 EN LA RED DE CICLOVIAS,Presupuesto,SS Transporte,Jefatura de Gabinete de Ministros,2013-05-24,,,Finalizado en término,En término,2013-05-20
199,467881,MGEYA,2013-02-06,INFORMACION DE LEY DE TRANSITO SOBRE QUE DEBE TENER UN AUTO PARA SER DISCAPACITADO,Normativa,DG Transito,Jefatura de Gabinete de Ministros,2013-02-25,,,Finalizado en término,En término,2013-02-25
200,3198255,DGCEM,2013-07-22,REFERIDO AL PLAN DIRECTOR DE EMERGENCIAS DE CABA Y SU POSTERIOR PLAN DE OPERACIONES REGLAMENTARIO PARA ATENDER LAS EMERGENCIAS AMBIENTALES PRODUCTO DE LAS INUNDACIONES,Políticas públicas,DGCLEI,Ambiente y Espacio Público,2013-08-05,,,Finalizado en término,En término,2013-08-05
202,658787,MGEYA,2013-02-26,REFERENTE A ESTADO DE EXPEDIENTE CORRESPONDIENTE A OBRA DE DEMOLICION Y OBRA SITO CALLE RIO DE JANEIRO 255/257/259/261,Permisos de obra,DGROC,Desarrollo Urbano,2013-03-12,,,Finalizado fuera de término,Fuera de término,2013-03-20
203,934302,MGEYA,2013-03-19,OBRA SOBRE AV. GRAL PAZ ENTRE BALBÍN Y MACHAIN EFECTUADA POR AUTOPISTAS DEL SOL.,Obras públicas,DGSOCAI,Jefatura de Gabinete de Ministros,2013-04-09,,,Finalizado en término,En término,2013-04-04
205,539150,MGEYA,2013-02-14,CONTRATOS ENTRE EL BCO. CIUDAD CON EL CONSEJO DE MAGISTRATURA PORTEÑO Y EL COLEGIO PUBLICO DE ABOGADOS DE LA CAPITAL FEDERAL DESDE 2012,Informes,Banco Ciudad,Hacienda,2013-03-01,2013-03-15,Si,Finalizado fuera de término,Fuera de término,2013-03-20
205,539363,MGEYA,2013-02-14,DATOS VARIOS SOBRE PERSONAL MEDICO HOSPITAL DURAND,Informes,DG Legal y Tecnica,Salud,2013-03-01,,,Finalizado fuera de término,Fuera de término,2013-10-04
206,620672,MGEYA,2013-02-22,DATOS SOBRE COOPERATIVAS ESCOLARES QUE SE ENCUENTREN EN EL AMBITO DE LA CABA,Informes,DGCLEI,Educación,2013-03-08,,,Finalizado fuera de término,Fuera de término,2013-04-04
206,636765,MGEYA,2013-02-25,DATOS SOBRE ORGANIZACIONES DE LA SOCIEDAD CIVIL QUE SE ENCUENTREN EN LA CABA,Informes,Secretaria de Gestion Comunal y Atencion Ciudadana,Secretaría de Gestión Comunal y Atención Ciudadana,2013-03-11,,,Finalizado fuera de término,Fuera de término,2013-03-25
207,1219228,COMUNA 7,2013-04-15,HABILITACION TALLER TEXTIL Y DEPOSITO DE TELAS SITO EN CALLE SANTANDER 2107/09,Habilitaciones,DGHYP,AGC,2013-04-29,,,Finalizado fuera de término,Fuera de término,2013-05-09
208,3541455,MGEYA,2013-08-06,HABILITACION DEL EX. 93631/87 CORRESPONDIENTE AL INMUEBLE SITO EN CALLE TRES ARROYOS 1902,Habilitaciones,DGHYP,AGC,2013-08-21,,,Finalizado en término,En término,2013-08-21
209,2189572,MGEYA,2013-06-04,EXTRACCION DE FOTOCOPIAS DE ACTUACIONES EX. 32497/MGEYA Y EX. 2118/DGROC,Actuaciones/ Denuncias/ Reclamos,DGROC,Desarrollo Urbano,2013-06-18,,,Finalizado fuera de término,Fuera de término,2013-07-12
210,2167890,MGEYA,2013-06-03,DATOS VARIOS SOBRE OBRAS FINALIZADAS Y EN EJECUCION EN EL MARCO DEL PLAN FEDERAL DE CONSTRUCCION DE VIVIENDAS,Obras públicas,IVC,Desarrollo Económico,2013-06-17,,,Finalizado fuera de término,Fuera de término,2013-06-28
211,3440353,MGEYA,2013-08-01,INFORMACION RESPECTO DE LA PRESENCIA DE CAMARAS DE SEGURIDAD UBICADAS EN LA CALLE 25 DE MAYO INTERSECCION CALLE LAVALLE,Información político-institucional,DGAL Policía Metropolitana,Justicia y Seguridad,2013-08-15,,,Finalizado en término,En término,2013-08-12
